date,line_id,product,shift,available_time_min,production_time_min,downtime_min,units_produced,defective_units,good_units,availability,performance,quality,oee,downtime_reasons
2025-12-26,LINHA_B,Iogurte Grego,3,480,382,98,23355,676,22679,0.7958,0.9171,0.9711,0.7087,"[{'reason': 'Manutenção Preventiva', 'duration': 50}, {'reason': 'Manutenção Preventiva', 'duration': 42}, {'reason': 'Falha Elétrica', 'duration': 6}]"
2025-12-26,LINHA_C,Leite Fermentado,1,480,366,114,19355,114,19241,0.7625,0.9066,0.9941,0.6872,"[{'reason': 'Manutenção Preventiva', 'duration': 114}]"
2025-12-26,LINHA_C,Leite Fermentado,2,480,480,0,25175,261,24914,1.0,0.8991,0.9896,0.8898,[]
2025-12-26,LINHA_C,Leite Fermentado,3,480,184,296,9263,270,8993,0.3833,0.863,0.9709,0.3212,"[{'reason': 'Falha Elétrica', 'duration': 56}, {'reason': 'Falta de Matéria-Prima', 'duration': 78}, {'reason': 'Manutenção Preventiva', 'duration': 120}, {'reason': 'Limpeza CIP', 'duration': 42}]"
2025-12-27,LINHA_A,Iogurte Natural,1,480,421,59,30492,541,29951,0.8771,0.8691,0.9823,0.6739,"[{'reason': 'Troca de Sabor', 'duration': 42}, {'reason': 'Controle de Qualidade', 'duration': 17}]"
2025-12-27,LINHA_A,Iogurte Natural,2,480,353,127,26575,1312,25263,0.7354,0.9034,0.9506,0.5684,"[{'reason': 'Falta de Matéria-Prima', 'duration': 127}]"
2025-12-27,LINHA_A,Iogurte Natural,3,480,450,30,32447,385,32062,0.9375,0.8653,0.9881,0.7214,"[{'reason': 'Ajuste de Equipamento', 'duration': 30}]"
2025-12-27,LINHA_B,Iogurte Grego,1,480,413,67,24173,430,23743,0.8604,0.878,0.9822,0.6678,"[{'reason': 'Falta de Matéria-Prima', 'duration': 67}]"
2025-12-27,LINHA_B,Iogurte Grego,2,480,480,0,31504,271,31233,1.0,0.9845,0.9914,0.8784,[]
2025-12-27,LINHA_B,Iogurte Grego,3,480,444,36,29521,296,29225,0.925,0.9973,0.99,0.822,"[{'reason': 'Troca de Sabor', 'duration': 36}]"
2025-12-27,LINHA_C,Leite Fermentado,1,480,345,135,17622,618,17004,0.7188,0.8756,0.9649,0.5466,"[{'reason': 'Falta de Matéria-Prima', 'duration': 112}, {'reason': 'Ajuste de Equipamento', 'duration': 7}, {'reason': 'Ajuste de Equipamento', 'duration': 16}]"
2025-12-27,LINHA_C,Leite Fermentado,2,480,414,66,23314,312,23002,0.8625,0.9654,0.9866,0.7394,"[{'reason': 'Falha Elétrica', 'duration': 48}, {'reason': 'Troca de Sabor', 'duration': 18}]"
2025-12-27,LINHA_C,Leite Fermentado,3,480,470,10,25391,403,24988,0.9792,0.9261,0.9841,0.8032,"[{'reason': 'Ajuste de Equipamento', 'duration': 10}]"
2025-12-28,LINHA_A,Iogurte Natural,1,480,480,0,37663,677,36986,1.0,0.9416,0.982,0.8322,[]
2025-12-28,LINHA_A,Iogurte Natural,2,480,474,6,36425,1055,35370,0.9875,0.9222,0.971,0.7958,"[{'reason': 'Ajuste de Equipamento', 'duration': 6}]"
2025-12-28,LINHA_A,Iogurte Natural,3,480,480,0,36019,397,35622,1.0,0.9005,0.989,0.8015,[]
2025-12-28,LINHA_B,Iogurte Grego,1,480,480,0,31951,623,31328,1.0,0.9985,0.9805,0.8811,[]
2025-12-28,LINHA_B,Iogurte Grego,2,480,431,49,27360,1072,26288,0.8979,0.9522,0.9608,0.7393,"[{'reason': 'Limpeza CIP', 'duration': 49}]"
2025-12-28,LINHA_B,Iogurte Grego,3,480,453,27,27250,1276,25974,0.9437,0.9023,0.9532,0.7305,"[{'reason': 'Falha Elétrica', 'duration': 27}]"
2025-12-28,LINHA_C,Leite Fermentado,1,480,395,85,22111,1044,21067,0.8229,0.9596,0.9528,0.6772,"[{'reason': 'Falha Elétrica', 'duration': 43}, {'reason': 'Limpeza CIP', 'duration': 42}]"
2025-12-28,LINHA_C,Leite Fermentado,2,480,480,0,24079,923,23156,1.0,0.86,0.9617,0.7443,[]
2025-12-28,LINHA_C,Leite Fermentado,3,480,368,112,20807,292,20515,0.7667,0.9693,0.986,0.6594,"[{'reason': 'Falta de Matéria-Prima', 'duration': 75}, {'reason': 'Troca de Sabor', 'duration': 37}]"
2025-12-29,LINHA_A,Iogurte Natural,1,480,480,0,34985,1457,33528,1.0,0.8746,0.9584,0.8382,[]
2025-12-29,LINHA_A,Iogurte Natural,2,480,372,108,30428,689,29739,0.775,0.9815,0.9774,0.7435,"[{'reason': 'Falha Elétrica', 'duration': 5}, {'reason': 'Falta de Matéria-Prima', 'duration': 103}]"
2025-12-29,LINHA_A,Iogurte Natural,3,480,471,9,36086,669,35417,0.9812,0.9194,0.9815,0.8854,"[{'reason': 'Falha Elétrica', 'duration': 9}]"
2025-12-29,LINHA_B,Iogurte Grego,1,480,427,53,28037,624,27413,0.8896,0.9849,0.9777,0.8567,"[{'reason': 'Limpeza CIP', 'duration': 53}]"
2025-12-29,LINHA_B,Iogurte Grego,2,480,408,72,26954,896,26058,0.85,0.991,0.9668,0.8143,"[{'reason': 'Ajuste de Equipamento', 'duration': 21}, {'reason': 'Ajuste de Equipamento', 'duration': 26}, {'reason': 'Falha Elétrica', 'duration': 25}]"
2025-12-29,LINHA_B,Iogurte Grego,3,480,431,49,27845,916,26929,0.8979,0.9691,0.9671,0.8415,"[{'reason': 'Falha Elétrica', 'duration': 49}]"
2025-12-29,LINHA_C,Leite Fermentado,1,480,367,113,19198,310,18888,0.7646,0.8968,0.9839,0.6746,"[{'reason': 'Ajuste de Equipamento', 'duration': 22}, {'reason': 'Manutenção Preventiva', 'duration': 44}, {'reason': 'Falha Elétrica', 'duration': 47}]"
2025-12-29,LINHA_C,Leite Fermentado,2,480,432,48,23574,926,22648,0.9,0.9355,0.9607,0.8089,"[{'reason': 'Falha Elétrica', 'duration': 48}]"
2025-12-29,LINHA_C,Leite Fermentado,3,480,341,139,19433,208,19225,0.7104,0.9769,0.9893,0.6866,"[{'reason': 'Manutenção Preventiva', 'duration': 98}, {'reason': 'Ajuste de Equipamento', 'duration': 17}, {'reason': 'Troca de Sabor', 'duration': 24}]"
2025-12-30,LINHA_A,Iogurte Natural,1,480,414,66,30511,1144,29367,0.8625,0.8844,0.9625,0.7342,"[{'reason': 'Ajuste de Equipamento', 'duration': 11}, {'reason': 'Falha Elétrica', 'duration': 55}]"
2025-12-30,LINHA_A,Iogurte Natural,2,480,440,40,32551,669,31882,0.9167,0.8878,0.9794,0.7971,"[{'reason': 'Controle de Qualidade', 'duration': 24}, {'reason': 'Controle de Qualidade', 'duration': 16}]"
2025-12-30,LINHA_A,Iogurte Natural,3,480,480,0,39450,1232,38218,1.0,0.9863,0.9688,0.9555,[]
2025-12-30,LINHA_B,Iogurte Grego,1,480,465,15,30754,365,30389,0.9688,0.9921,0.9881,0.9497,"[{'reason': 'Controle de Qualidade', 'duration': 15}]"
2025-12-30,LINHA_B,Iogurte Grego,2,480,441,39,25069,1109,23960,0.9187,0.8527,0.9558,0.7487,"[{'reason': 'Limpeza CIP', 'duration': 39}]"
2025-12-30,LINHA_B,Iogurte Grego,3,480,230,250,14358,463,13895,0.4792,0.9364,0.9678,0.4342,"[{'reason': 'Limpeza CIP', 'duration': 56}, {'reason': 'Falta de Matéria-Prima', 'duration': 89}, {'reason': 'Falta de Matéria-Prima', 'duration': 60}, {'reason': 'Manutenção Preventiva', 'duration': 23}, {'reason': 'Troca de Sabor', 'duration': 22}]"
2025-12-30,LINHA_C,Leite Fermentado,1,480,254,226,12845,633,12212,0.5292,0.8669,0.9507,0.4361,"[{'reason': 'Controle de Qualidade', 'duration': 29}, {'reason': 'Limpeza CIP', 'duration': 44}, {'reason': 'Falha Elétrica', 'duration': 45}, {'reason': 'Falta de Matéria-Prima', 'duration': 108}]"
2025-12-30,LINHA_C,Leite Fermentado,2,480,458,22,26399,1165,25234,0.9542,0.9881,0.9559,0.9012,"[{'reason': 'Controle de Qualidade', 'duration': 22}]"
2025-12-30,LINHA_C,Leite Fermentado,3,480,390,90,19524,392,19132,0.8125,0.8582,0.9799,0.6833,"[{'reason': 'Falta de Matéria-Prima', 'duration': 47}, {'reason': 'Troca de Sabor', 'duration': 43}]"
2025-12-31,LINHA_A,Iogurte Natural,1,480,426,54,31950,732,31218,0.8875,0.9,0.9771,0.7804,"[{'reason': 'Limpeza CIP', 'duration': 54}]"
2025-12-31,LINHA_A,Iogurte Natural,2,480,352,128,26459,1010,25449,0.7333,0.902,0.9618,0.6362,"[{'reason': 'Falha Elétrica', 'duration': 19}, {'reason': 'Manutenção Preventiva', 'duration': 109}]"
2025-12-31,LINHA_A,Iogurte Natural,3,480,469,11,35873,406,35467,0.9771,0.9179,0.9887,0.8867,"[{'reason': 'Controle de Qualidade', 'duration': 11}]"
2025-12-31,LINHA_B,Iogurte Grego,1,480,480,0,29592,705,28887,1.0,0.9247,0.9762,0.9027,[]
2025-12-31,LINHA_B,Iogurte Grego,2,480,425,55,26770,149,26621,0.8854,0.9448,0.9944,0.8319,"[{'reason': 'Falta de Matéria-Prima', 'duration': 41}, {'reason': 'Controle de Qualidade', 'duration': 14}]"
2025-12-31,LINHA_B,Iogurte Grego,3,480,454,26,30089,351,29738,0.9458,0.9941,0.9883,0.9293,"[{'reason': 'Controle de Qualidade', 'duration': 26}]"
2025-12-31,LINHA_C,Leite Fermentado,1,480,480,0,27986,772,27214,1.0,0.9995,0.9724,0.9719,[]
2025-12-31,LINHA_C,Leite Fermentado,2,480,451,29,25321,365,24956,0.9396,0.9625,0.9856,0.8913,"[{'reason': 'Controle de Qualidade', 'duration': 29}]"
2025-12-31,LINHA_C,Leite Fermentado,3,480,422,58,21628,143,21485,0.8792,0.8786,0.9934,0.7673,"[{'reason': 'Falha Elétrica', 'duration': 58}]"
2026-01-01,LINHA_A,Iogurte Natural,1,480,441,39,35512,901,34611,0.9187,0.9663,0.9746,0.8653,"[{'reason': 'Controle de Qualidade', 'duration': 15}, {'reason': 'Controle de Qualidade', 'duration': 24}]"
2026-01-01,LINHA_A,Iogurte Natural,2,480,278,202,21636,259,21377,0.5792,0.9339,0.988,0.5344,"[{'reason': 'Ajuste de Equipamento', 'duration': 29}, {'reason': 'Falta de Matéria-Prima', 'duration': 173}]"
2026-01-01,LINHA_A,Iogurte Natural,3,480,480,0,39170,1863,37307,1.0,0.9793,0.9524,0.9327,[]
2026-01-01,LINHA_B,Iogurte Grego,1,480,451,29,28461,665,27796,0.9396,0.9466,0.9766,0.8686,"[{'reason': 'Ajuste de Equipamento', 'duration': 29}]"
2026-01-01,LINHA_B,Iogurte Grego,2,480,480,0,27949,1040,26909,1.0,0.8734,0.9628,0.8409,[]
2026-01-01,LINHA_B,Iogurte Grego,3,480,450,30,26498,408,26090,0.9375,0.8833,0.9846,0.8153,"[{'reason': 'Controle de Qualidade', 'duration': 30}]"
2026-01-01,LINHA_C,Leite Fermentado,1,480,400,80,20197,828,19369,0.8333,0.8656,0.959,0.6917,"[{'reason': 'Falta de Matéria-Prima', 'duration': 80}]"
2026-01-01,LINHA_C,Leite Fermentado,2,480,480,0,26541,417,26124,1.0,0.9479,0.9843,0.933,[]
2026-01-01,LINHA_C,Leite Fermentado,3,480,480,0,24821,930,23891,1.0,0.8865,0.9625,0.8533,[]
2026-01-02,LINHA_A,Iogurte Natural,1,480,441,39,32367,588,31779,0.9187,0.8807,0.9818,0.7945,"[{'reason': 'Controle de Qualidade', 'duration': 12}, {'reason': 'Ajuste de Equipamento', 'duration': 12}, {'reason': 'Ajuste de Equipamento', 'duration': 15}]"
2026-01-02,LINHA_A,Iogurte Natural,2,480,480,0,34513,495,34018,1.0,0.8628,0.9857,0.8505,[]
2026-01-02,LINHA_A,Iogurte Natural,3,480,480,0,35088,1096,33992,1.0,0.8772,0.9688,0.8498,[]
2026-01-02,LINHA_B,Iogurte Grego,1,480,348,132,20622,455,20167,0.725,0.8889,0.9779,0.6302,"[{'reason': 'Limpeza CIP', 'duration': 34}, {'reason': 'Manutenção Preventiva', 'duration': 49}, {'reason': 'Falha Elétrica', 'duration': 49}]"
2026-01-02,LINHA_B,Iogurte Grego,2,480,370,110,23276,545,22731,0.7708,0.9436,0.9766,0.7103,"[{'reason': 'Manutenção Preventiva', 'duration': 110}]"
2026-01-02,LINHA_B,Iogurte Grego,3,480,423,57,27981,1101,26880,0.8812,0.9922,0.9607,0.84,"[{'reason': 'Falta de Matéria-Prima', 'duration': 26}, {'reason': 'Falha Elétrica', 'duration': 31}]"
2026-01-02,LINHA_C,Leite Fermentado,1,480,480,0,27447,739,26708,1.0,0.9802,0.9731,0.9539,[]
2026-01-02,LINHA_C,Leite Fermentado,2,480,436,44,22643,665,21978,0.9083,0.8903,0.9706,0.7849,"[{'reason': 'Controle de Qualidade', 'duration': 23}, {'reason': 'Troca de Sabor', 'duration': 21}]"
2026-01-02,LINHA_C,Leite Fermentado,3,480,451,29,22912,975,21937,0.9396,0.8709,0.9574,0.7835,"[{'reason': 'Falha Elétrica', 'duration': 29}]"
2026-01-03,LINHA_A,Iogurte Natural,1,480,403,77,29917,174,29743,0.8396,0.8908,0.9942,0.6692,"[{'reason': 'Troca de Sabor', 'duration': 42}, {'reason': 'Falha Elétrica', 'duration': 35}]"
2026-01-03,LINHA_A,Iogurte Natural,2,480,435,45,33947,588,33359,0.9062,0.9365,0.9827,0.7506,"[{'reason': 'Troca de Sabor', 'duration': 45}]"
2026-01-03,LINHA_A,Iogurte Natural,3,480,392,88,27820,310,27510,0.8167,0.8516,0.9889,0.619,"[{'reason': 'Ajuste de Equipamento', 'duration': 29}, {'reason': 'Falha Elétrica', 'duration': 59}]"
2026-01-03,LINHA_B,Iogurte Grego,1,480,192,288,11216,517,10699,0.4,0.8762,0.9539,0.3009,"[{'reason': 'Falha Elétrica', 'duration': 39}, {'reason': 'Falta de Matéria-Prima', 'duration': 134}, {'reason': 'Falta de Matéria-Prima', 'duration': 79}, {'reason': 'Falha Elétrica', 'duration': 36}]"
2026-01-03,LINHA_B,Iogurte Grego,2,480,453,27,28020,199,27821,0.9437,0.9278,0.9929,0.7825,"[{'reason': 'Troca de Sabor', 'duration': 27}]"
2026-01-03,LINHA_B,Iogurte Grego,3,480,480,0,30742,268,30474,1.0,0.9607,0.9913,0.8571,[]
2026-01-03,LINHA_C,Leite Fermentado,1,480,480,0,25435,457,24978,1.0,0.9084,0.982,0.8029,[]
2026-01-03,LINHA_C,Leite Fermentado,2,480,350,130,19088,504,18584,0.7292,0.9349,0.9736,0.5973,"[{'reason': 'Falha Elétrica', 'duration': 51}, {'reason': 'Manutenção Preventiva', 'duration': 79}]"
2026-01-03,LINHA_C,Leite Fermentado,3,480,295,185,14707,247,14460,0.6146,0.8546,0.9832,0.4648,"[{'reason': 'Manutenção Preventiva', 'duration': 99}, {'reason': 'Troca de Sabor', 'duration': 44}, {'reason': 'Falha Elétrica', 'duration': 42}]"
2026-01-04,LINHA_A,Iogurte Natural,1,480,463,17,35668,1136,34532,0.9646,0.9244,0.9682,0.777,"[{'reason': 'Troca de Sabor', 'duration': 17}]"
2026-01-04,LINHA_A,Iogurte Natural,2,480,452,28,32441,1225,31216,0.9417,0.8613,0.9622,0.7024,"[{'reason': 'Falha Elétrica', 'duration': 13}, {'reason': 'Controle de Qualidade', 'duration': 15}]"
2026-01-04,LINHA_A,Iogurte Natural,3,480,432,48,31930,1336,30594,0.9,0.8869,0.9582,0.6884,"[{'reason': 'Troca de Sabor', 'duration': 23}, {'reason': 'Falha Elétrica', 'duration': 25}]"
2026-01-04,LINHA_B,Iogurte Grego,1,480,354,126,22149,470,21679,0.7375,0.9385,0.9788,0.6097,"[{'reason': 'Falta de Matéria-Prima', 'duration': 126}]"
2026-01-04,LINHA_B,Iogurte Grego,2,480,480,0,31603,352,31251,1.0,0.9876,0.9889,0.8789,[]
2026-01-04,LINHA_B,Iogurte Grego,3,480,458,22,28435,1259,27176,0.9542,0.9313,0.9557,0.7643,"[{'reason': 'Falha Elétrica', 'duration': 22}]"
2026-01-04,LINHA_C,Leite Fermentado,1,480,331,149,17829,266,17563,0.6896,0.9234,0.9851,0.5645,"[{'reason': 'Falha Elétrica', 'duration': 21}, {'reason': 'Limpeza CIP', 'duration': 45}, {'reason': 'Troca de Sabor', 'duration': 38}, {'reason': 'Troca de Sabor', 'duration': 45}]"
2026-01-04,LINHA_C,Leite Fermentado,2,480,250,230,13939,650,13289,0.5208,0.9558,0.9534,0.4271,"[{'reason': 'Falta de Matéria-Prima', 'duration': 176}, {'reason': 'Limpeza CIP', 'duration': 54}]"
2026-01-04,LINHA_C,Leite Fermentado,3,480,480,0,26185,1209,24976,1.0,0.9352,0.9538,0.8028,[]
2026-01-05,LINHA_A,Iogurte Natural,1,480,480,0,38184,701,37483,1.0,0.9546,0.9816,0.9371,[]
2026-01-05,LINHA_A,Iogurte Natural,2,480,171,309,13884,92,13792,0.3563,0.9743,0.9934,0.3448,"[{'reason': 'Troca de Sabor', 'duration': 39}, {'reason': 'Troca de Sabor', 'duration': 45}, {'reason': 'Falta de Matéria-Prima', 'duration': 61}, {'reason': 'Troca de Sabor', 'duration': 34}, {'reason': 'Manutenção Preventiva', 'duration': 50}, {'reason': 'Manutenção Preventiva', 'duration': 80}]"
2026-01-05,LINHA_A,Iogurte Natural,3,480,432,48,31251,264,30987,0.9,0.8681,0.9916,0.7747,"[{'reason': 'Limpeza CIP', 'duration': 48}]"
2026-01-05,LINHA_B,Iogurte Grego,1,480,322,158,18457,354,18103,0.6708,0.8598,0.9808,0.5657,"[{'reason': 'Falta de Matéria-Prima', 'duration': 129}, {'reason': 'Ajuste de Equipamento', 'duration': 29}]"
2026-01-05,LINHA_B,Iogurte Grego,2,480,383,97,24100,1081,23019,0.7979,0.9439,0.9551,0.7193,"[{'reason': 'Manutenção Preventiva', 'duration': 97}]"
2026-01-05,LINHA_B,Iogurte Grego,3,480,426,54,24243,1070,23173,0.8875,0.8536,0.9559,0.7242,"[{'reason': 'Limpeza CIP', 'duration': 54}]"
2026-01-05,LINHA_C,Leite Fermentado,1,480,480,0,27473,791,26682,1.0,0.9812,0.9712,0.9529,[]
2026-01-05,LINHA_C,Leite Fermentado,2,480,306,174,16248,432,15816,0.6375,0.9103,0.9734,0.5649,"[{'reason': 'Manutenção Preventiva', 'duration': 59}, {'reason': 'Limpeza CIP', 'duration': 48}, {'reason': 'Troca de Sabor', 'duration': 44}, {'reason': 'Ajuste de Equipamento', 'duration': 23}]"
2026-01-05,LINHA_C,Leite Fermentado,3,480,359,121,19124,730,18394,0.7479,0.9132,0.9618,0.6569,"[{'reason': 'Falha Elétrica', 'duration': 30}, {'reason': 'Falta de Matéria-Prima', 'duration': 29}, {'reason': 'Falta de Matéria-Prima', 'duration': 36}, {'reason': 'Ajuste de Equipamento', 'duration': 26}]"
2026-01-06,LINHA_A,Iogurte Natural,1,480,425,55,31988,573,31415,0.8854,0.9032,0.9821,0.7854,"[{'reason': 'Limpeza CIP', 'duration': 55}]"
2026-01-06,LINHA_A,Iogurte Natural,2,480,454,26,32397,188,32209,0.9458,0.8563,0.9942,0.8052,"[{'reason': 'Troca de Sabor', 'duration': 26}]"
2026-01-06,LINHA_A,Iogurte Natural,3,480,433,47,34349,509,33840,0.9021,0.9519,0.9852,0.846,"[{'reason': 'Falha Elétrica', 'duration': 47}]"
2026-01-06,LINHA_B,Iogurte Grego,1,480,434,46,26405,1176,25229,0.9042,0.9126,0.9555,0.7884,"[{'reason': 'Limpeza CIP', 'duration': 46}]"
2026-01-06,LINHA_B,Iogurte Grego,2,480,368,112,24500,377,24123,0.7667,0.9986,0.9846,0.7538,"[{'reason': 'Troca de Sabor', 'duration': 42}, {'reason': 'Falha Elétrica', 'duration': 57}, {'reason': 'Controle de Qualidade', 'duration': 13}]"
2026-01-06,LINHA_B,Iogurte Grego,3,480,422,58,24886,322,24564,0.8792,0.8846,0.9871,0.7676,"[{'reason': 'Falha Elétrica', 'duration': 28}, {'reason': 'Controle de Qualidade', 'duration': 14}, {'reason': 'Falha Elétrica', 'duration': 16}]"
2026-01-06,LINHA_C,Leite Fermentado,1,480,480,0,24583,985,23598,1.0,0.878,0.9599,0.8428,[]
2026-01-06,LINHA_C,Leite Fermentado,2,480,456,24,26476,1185,25291,0.95,0.9953,0.9552,0.9032,"[{'reason': 'Ajuste de Equipamento', 'duration': 24}]"
2026-01-06,LINHA_C,Leite Fermentado,3,480,399,81,21167,828,20339,0.8313,0.9094,0.9609,0.7264,"[{'reason': 'Controle de Qualidade', 'duration': 24}, {'reason': 'Falha Elétrica', 'duration': 57}]"
2026-01-07,LINHA_A,Iogurte Natural,1,480,465,15,37679,568,37111,0.9688,0.9724,0.9849,0.9278,"[{'reason': 'Ajuste de Equipamento', 'duration': 15}]"
2026-01-07,LINHA_A,Iogurte Natural,2,480,448,32,35053,1090,33963,0.9333,0.9389,0.9689,0.8491,"[{'reason': 'Falta de Matéria-Prima', 'duration': 32}]"
2026-01-07,LINHA_A,Iogurte Natural,3,480,480,0,39264,665,38599,1.0,0.9816,0.9831,0.965,[]
2026-01-07,LINHA_B,Iogurte Grego,1,480,480,0,31465,1510,29955,1.0,0.9833,0.952,0.9361,[]
2026-01-07,LINHA_B,Iogurte Grego,2,480,277,203,16828,366,16462,0.5771,0.9113,0.9783,0.5144,"[{'reason': 'Ajuste de Equipamento', 'duration': 19}, {'reason': 'Falta de Matéria-Prima', 'duration': 128}, {'reason': 'Falha Elétrica', 'duration': 26}, {'reason': 'Troca de Sabor', 'duration': 30}]"
2026-01-07,LINHA_B,Iogurte Grego,3,480,480,0,29580,255,29325,1.0,0.9244,0.9914,0.9164,[]
2026-01-07,LINHA_C,Leite Fermentado,1,480,480,0,26669,224,26445,1.0,0.9525,0.9916,0.9445,[]
2026-01-07,LINHA_C,Leite Fermentado,2,480,298,182,16320,687,15633,0.6208,0.9388,0.9579,0.5583,"[{'reason': 'Manutenção Preventiva', 'duration': 82}, {'reason': 'Falta de Matéria-Prima', 'duration': 100}]"
2026-01-07,LINHA_C,Leite Fermentado,3,480,441,39,22896,1019,21877,0.9187,0.89,0.9555,0.7813,"[{'reason': 'Ajuste de Equipamento', 'duration': 15}, {'reason': 'Ajuste de Equipamento', 'duration': 24}]"
2026-01-08,LINHA_A,Iogurte Natural,1,480,124,356,9837,323,9514,0.2583,0.952,0.9672,0.2379,"[{'reason': 'Ajuste de Equipamento', 'duration': 22}, {'reason': 'Troca de Sabor', 'duration': 31}, {'reason': 'Falta de Matéria-Prima', 'duration': 31}, {'reason': 'Falta de Matéria-Prima', 'duration': 114}, {'reason': 'Controle de Qualidade', 'duration': 27}, {'reason': 'Falta de Matéria-Prima', 'duration': 131}]"
2026-01-08,LINHA_A,Iogurte Natural,2,480,456,24,37320,1650,35670,0.95,0.9821,0.9558,0.8918,"[{'reason': 'Controle de Qualidade', 'duration': 24}]"
2026-01-08,LINHA_A,Iogurte Natural,3,480,480,0,38954,420,38534,1.0,0.9739,0.9892,0.9634,[]
2026-01-08,LINHA_B,Iogurte Grego,1,480,451,29,29245,1241,28004,0.9396,0.9727,0.9576,0.8751,"[{'reason': 'Troca de Sabor', 'duration': 17}, {'reason': 'Ajuste de Equipamento', 'duration': 12}]"
2026-01-08,LINHA_B,Iogurte Grego,2,480,431,49,25660,840,24820,0.8979,0.893,0.9673,0.7756,"[{'reason': 'Falha Elétrica', 'duration': 49}]"
2026-01-08,LINHA_B,Iogurte Grego,3,480,392,88,24698,723,23975,0.8167,0.9451,0.9707,0.7492,"[{'reason': 'Falta de Matéria-Prima', 'duration': 88}]"
2026-01-08,LINHA_C,Leite Fermentado,1,480,453,27,25477,747,24730,0.9437,0.9641,0.9707,0.8832,"[{'reason': 'Controle de Qualidade', 'duration': 27}]"
2026-01-08,LINHA_C,Leite Fermentado,2,480,428,52,24712,237,24475,0.8917,0.9898,0.9904,0.8741,"[{'reason': 'Falha Elétrica', 'duration': 52}]"
2026-01-08,LINHA_C,Leite Fermentado,3,480,480,0,25064,924,24140,1.0,0.8951,0.9631,0.8621,[]
2026-01-09,LINHA_A,Iogurte Natural,1,480,480,0,37493,771,36722,1.0,0.9373,0.9794,0.9181,[]
2026-01-09,LINHA_A,Iogurte Natural,2,480,462,18,37758,1842,35916,0.9625,0.9807,0.9512,0.8979,"[{'reason': 'Controle de Qualidade', 'duration': 18}]"
2026-01-09,LINHA_A,Iogurte Natural,3,480,427,53,34293,209,34084,0.8896,0.9637,0.9939,0.8521,"[{'reason': 'Ajuste de Equipamento', 'duration': 13}, {'reason': 'Falta de Matéria-Prima', 'duration': 40}]"
2026-01-09,LINHA_B,Iogurte Grego,1,480,480,0,28753,776,27977,1.0,0.8985,0.973,0.8743,[]
2026-01-09,LINHA_B,Iogurte Grego,2,480,293,187,19524,472,19052,0.6104,0.9995,0.9758,0.5954,"[{'reason': 'Falta de Matéria-Prima', 'duration': 90}, {'reason': 'Limpeza CIP', 'duration': 53}, {'reason': 'Manutenção Preventiva', 'duration': 44}]"
2026-01-09,LINHA_B,Iogurte Grego,3,480,347,133,22421,811,21610,0.7229,0.9692,0.9638,0.6753,"[{'reason': 'Falta de Matéria-Prima', 'duration': 133}]"
2026-01-09,LINHA_C,Leite Fermentado,1,480,480,0,24146,860,23286,1.0,0.8624,0.9644,0.8316,[]
2026-01-09,LINHA_C,Leite Fermentado,2,480,452,28,26172,308,25864,0.9417,0.9926,0.9882,0.9237,"[{'reason': 'Ajuste de Equipamento', 'duration': 28}]"
2026-01-09,LINHA_C,Leite Fermentado,3,480,387,93,21350,488,20862,0.8063,0.9457,0.9771,0.7451,"[{'reason': 'Ajuste de Equipamento', 'duration': 8}, {'reason': 'Falta de Matéria-Prima', 'duration': 85}]"
2026-01-10,LINHA_A,Iogurte Natural,1,480,320,160,26243,402,25841,0.6667,0.9841,0.9847,0.5814,"[{'reason': 'Falta de Matéria-Prima', 'duration': 102}, {'reason': 'Manutenção Preventiva', 'duration': 58}]"
2026-01-10,LINHA_A,Iogurte Natural,2,480,480,0,34186,1173,33013,1.0,0.8547,0.9657,0.7428,[]
2026-01-10,LINHA_A,Iogurte Natural,3,480,388,92,32179,429,31750,0.8083,0.9952,0.9867,0.7144,"[{'reason': 'Troca de Sabor', 'duration': 37}, {'reason': 'Manutenção Preventiva', 'duration': 55}]"
2026-01-10,LINHA_B,Iogurte Grego,1,480,290,190,16813,108,16705,0.6042,0.8696,0.9936,0.4698,"[{'reason': 'Troca de Sabor', 'duration': 16}, {'reason': 'Ajuste de Equipamento', 'duration': 27}, {'reason': 'Manutenção Preventiva', 'duration': 101}, {'reason': 'Controle de Qualidade', 'duration': 13}, {'reason': 'Troca de Sabor', 'duration': 33}]"
2026-01-10,LINHA_B,Iogurte Grego,2,480,436,44,25218,268,24950,0.9083,0.8676,0.9894,0.7017,"[{'reason': 'Ajuste de Equipamento', 'duration': 20}, {'reason': 'Controle de Qualidade', 'duration': 24}]"
2026-01-10,LINHA_B,Iogurte Grego,3,480,434,46,26726,210,26516,0.9042,0.9237,0.9921,0.7458,"[{'reason': 'Manutenção Preventiva', 'duration': 26}, {'reason': 'Ajuste de Equipamento', 'duration': 20}]"
2026-01-10,LINHA_C,Leite Fermentado,1,480,424,56,23982,454,23528,0.8833,0.9696,0.9811,0.7563,"[{'reason': 'Limpeza CIP', 'duration': 56}]"
2026-01-10,LINHA_C,Leite Fermentado,2,480,438,42,21995,498,21497,0.9125,0.8609,0.9774,0.691,"[{'reason': 'Limpeza CIP', 'duration': 42}]"
2026-01-10,LINHA_C,Leite Fermentado,3,480,449,31,24993,1092,23901,0.9354,0.9542,0.9563,0.7682,"[{'reason': 'Controle de Qualidade', 'duration': 12}, {'reason': 'Troca de Sabor', 'duration': 19}]"
